No,Date,Workspace,Portfolio,Password,Login link,Login QR code image,Scale link,Scale QR code image,Social media link,Social media QR code image,Print link,Print QR code image,Email link,Email QR code image,Stand link,Stand QR code image,Report link,Report QR code image
VOCAB10180,2024-09-22 12:02:23,VOCAB,VOCAB10180,,https://www.scales.uxlivinglab.online/api/voc/login/?workspace_name=VOCAB,http://dowellfileuploader.uxlivinglab.online/qrCodes/login_qrcode_1727006542963.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee8fb2496bd811cadb1ab5&scale_type=nps&channel=channel_1&instance_name=instance_1&channel_display_name=Channel 1&instance_display_name=Website,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006538752.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee8fb2496bd811cadb1ab5&scale_type=nps&channel=channel_1&instance_name=instance_2&channel_display_name=Channel 1&instance_display_name=Social Media,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006539455.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee8fb2496bd811cadb1ab5&scale_type=nps&channel=channel_1&instance_name=instance_3&channel_display_name=Channel 1&instance_display_name=Emails,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006540164.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee8fb2496bd811cadb1ab5&scale_type=nps&channel=channel_1&instance_name=instance_4&channel_display_name=Channel 1&instance_display_name=Print,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006540889.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee8fb2496bd811cadb1ab5&scale_type=nps&channel=channel_1&instance_name=instance_5&channel_display_name=Channel 1&instance_display_name=Stand,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006541584.png,https://www.scales.uxlivinglab.online/api/voc/report/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee8fb2496bd811cadb1ab5,http://dowellfileuploader.uxlivinglab.online/qrCodes/report_qrcode_1727006542275.png
VOCAB10181,2024-09-22 12:02:39,VOCAB,VOCAB10181,,https://www.scales.uxlivinglab.online/api/voc/login/?workspace_name=VOCAB,http://dowellfileuploader.uxlivinglab.online/qrCodes/login_qrcode_1727006558499.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee8fc17e2406a6c5061602&scale_type=nps&channel=channel_1&instance_name=instance_1&channel_display_name=Channel 1&instance_display_name=Website,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006554285.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee8fc17e2406a6c5061602&scale_type=nps&channel=channel_1&instance_name=instance_2&channel_display_name=Channel 1&instance_display_name=Social Media,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006555020.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee8fc17e2406a6c5061602&scale_type=nps&channel=channel_1&instance_name=instance_3&channel_display_name=Channel 1&instance_display_name=Emails,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006555735.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee8fc17e2406a6c5061602&scale_type=nps&channel=channel_1&instance_name=instance_4&channel_display_name=Channel 1&instance_display_name=Print,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006556432.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee8fc17e2406a6c5061602&scale_type=nps&channel=channel_1&instance_name=instance_5&channel_display_name=Channel 1&instance_display_name=Stand,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006557137.png,https://www.scales.uxlivinglab.online/api/voc/report/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee8fc17e2406a6c5061602,http://dowellfileuploader.uxlivinglab.online/qrCodes/report_qrcode_1727006557828.png
VOCAB10182,2024-09-22 12:02:54,VOCAB,VOCAB10182,,https://www.scales.uxlivinglab.online/api/voc/login/?workspace_name=VOCAB,http://dowellfileuploader.uxlivinglab.online/qrCodes/login_qrcode_1727006573763.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee8fcb496bd811cadb1ab6&scale_type=nps&channel=channel_1&instance_name=instance_1&channel_display_name=Channel 1&instance_display_name=Website,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006569541.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee8fcb496bd811cadb1ab6&scale_type=nps&channel=channel_1&instance_name=instance_2&channel_display_name=Channel 1&instance_display_name=Social Media,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006570269.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee8fcb496bd811cadb1ab6&scale_type=nps&channel=channel_1&instance_name=instance_3&channel_display_name=Channel 1&instance_display_name=Emails,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006570969.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee8fcb496bd811cadb1ab6&scale_type=nps&channel=channel_1&instance_name=instance_4&channel_display_name=Channel 1&instance_display_name=Print,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006571674.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee8fcb496bd811cadb1ab6&scale_type=nps&channel=channel_1&instance_name=instance_5&channel_display_name=Channel 1&instance_display_name=Stand,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006572398.png,https://www.scales.uxlivinglab.online/api/voc/report/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee8fcb496bd811cadb1ab6,http://dowellfileuploader.uxlivinglab.online/qrCodes/report_qrcode_1727006573089.png
VOCAB10183,2024-09-22 12:03:10,VOCAB,VOCAB10183,,https://www.scales.uxlivinglab.online/api/voc/login/?workspace_name=VOCAB,http://dowellfileuploader.uxlivinglab.online/qrCodes/login_qrcode_1727006589543.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee8fd4496bd811cadb1ab7&scale_type=nps&channel=channel_1&instance_name=instance_1&channel_display_name=Channel 1&instance_display_name=Website,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006585355.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee8fd4496bd811cadb1ab7&scale_type=nps&channel=channel_1&instance_name=instance_2&channel_display_name=Channel 1&instance_display_name=Social Media,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006586045.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee8fd4496bd811cadb1ab7&scale_type=nps&channel=channel_1&instance_name=instance_3&channel_display_name=Channel 1&instance_display_name=Emails,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006586747.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee8fd4496bd811cadb1ab7&scale_type=nps&channel=channel_1&instance_name=instance_4&channel_display_name=Channel 1&instance_display_name=Print,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006587457.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee8fd4496bd811cadb1ab7&scale_type=nps&channel=channel_1&instance_name=instance_5&channel_display_name=Channel 1&instance_display_name=Stand,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006588158.png,https://www.scales.uxlivinglab.online/api/voc/report/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee8fd4496bd811cadb1ab7,http://dowellfileuploader.uxlivinglab.online/qrCodes/report_qrcode_1727006588860.png
VOCAB10184,2024-09-22 12:03:25,VOCAB,VOCAB10184,,https://www.scales.uxlivinglab.online/api/voc/login/?workspace_name=VOCAB,http://dowellfileuploader.uxlivinglab.online/qrCodes/login_qrcode_1727006605165.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee8fde496bd811cadb1ab8&scale_type=nps&channel=channel_1&instance_name=instance_1&channel_display_name=Channel 1&instance_display_name=Website,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006600957.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee8fde496bd811cadb1ab8&scale_type=nps&channel=channel_1&instance_name=instance_2&channel_display_name=Channel 1&instance_display_name=Social Media,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006601673.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee8fde496bd811cadb1ab8&scale_type=nps&channel=channel_1&instance_name=instance_3&channel_display_name=Channel 1&instance_display_name=Emails,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006602377.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee8fde496bd811cadb1ab8&scale_type=nps&channel=channel_1&instance_name=instance_4&channel_display_name=Channel 1&instance_display_name=Print,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006603098.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee8fde496bd811cadb1ab8&scale_type=nps&channel=channel_1&instance_name=instance_5&channel_display_name=Channel 1&instance_display_name=Stand,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006603802.png,https://www.scales.uxlivinglab.online/api/voc/report/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee8fde496bd811cadb1ab8,http://dowellfileuploader.uxlivinglab.online/qrCodes/report_qrcode_1727006604498.png
VOCAB10185,2024-09-22 12:03:41,VOCAB,VOCAB10185,,https://www.scales.uxlivinglab.online/api/voc/login/?workspace_name=VOCAB,http://dowellfileuploader.uxlivinglab.online/qrCodes/login_qrcode_1727006620514.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee8fe7081ae0eb638ce080&scale_type=nps&channel=channel_1&instance_name=instance_1&channel_display_name=Channel 1&instance_display_name=Website,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006616289.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee8fe7081ae0eb638ce080&scale_type=nps&channel=channel_1&instance_name=instance_2&channel_display_name=Channel 1&instance_display_name=Social Media,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006617025.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee8fe7081ae0eb638ce080&scale_type=nps&channel=channel_1&instance_name=instance_3&channel_display_name=Channel 1&instance_display_name=Emails,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006617744.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee8fe7081ae0eb638ce080&scale_type=nps&channel=channel_1&instance_name=instance_4&channel_display_name=Channel 1&instance_display_name=Print,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006618444.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee8fe7081ae0eb638ce080&scale_type=nps&channel=channel_1&instance_name=instance_5&channel_display_name=Channel 1&instance_display_name=Stand,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006619150.png,https://www.scales.uxlivinglab.online/api/voc/report/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee8fe7081ae0eb638ce080,http://dowellfileuploader.uxlivinglab.online/qrCodes/report_qrcode_1727006619841.png
VOCAB10186,2024-09-22 12:03:56,VOCAB,VOCAB10186,,https://www.scales.uxlivinglab.online/api/voc/login/?workspace_name=VOCAB,http://dowellfileuploader.uxlivinglab.online/qrCodes/login_qrcode_1727006636064.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee8ff07e2406a6c5061603&scale_type=nps&channel=channel_1&instance_name=instance_1&channel_display_name=Channel 1&instance_display_name=Website,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006631859.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee8ff07e2406a6c5061603&scale_type=nps&channel=channel_1&instance_name=instance_2&channel_display_name=Channel 1&instance_display_name=Social Media,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006632577.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee8ff07e2406a6c5061603&scale_type=nps&channel=channel_1&instance_name=instance_3&channel_display_name=Channel 1&instance_display_name=Emails,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006633305.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee8ff07e2406a6c5061603&scale_type=nps&channel=channel_1&instance_name=instance_4&channel_display_name=Channel 1&instance_display_name=Print,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006634004.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee8ff07e2406a6c5061603&scale_type=nps&channel=channel_1&instance_name=instance_5&channel_display_name=Channel 1&instance_display_name=Stand,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006634700.png,https://www.scales.uxlivinglab.online/api/voc/report/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee8ff07e2406a6c5061603,http://dowellfileuploader.uxlivinglab.online/qrCodes/report_qrcode_1727006635386.png
VOCAB10187,2024-09-22 12:04:12,VOCAB,VOCAB10187,,https://www.scales.uxlivinglab.online/api/voc/login/?workspace_name=VOCAB,http://dowellfileuploader.uxlivinglab.online/qrCodes/login_qrcode_1727006651461.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee8ffa7e2406a6c5061604&scale_type=nps&channel=channel_1&instance_name=instance_1&channel_display_name=Channel 1&instance_display_name=Website,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006647242.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee8ffa7e2406a6c5061604&scale_type=nps&channel=channel_1&instance_name=instance_2&channel_display_name=Channel 1&instance_display_name=Social Media,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006647938.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee8ffa7e2406a6c5061604&scale_type=nps&channel=channel_1&instance_name=instance_3&channel_display_name=Channel 1&instance_display_name=Emails,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006648653.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee8ffa7e2406a6c5061604&scale_type=nps&channel=channel_1&instance_name=instance_4&channel_display_name=Channel 1&instance_display_name=Print,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006649357.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee8ffa7e2406a6c5061604&scale_type=nps&channel=channel_1&instance_name=instance_5&channel_display_name=Channel 1&instance_display_name=Stand,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006650060.png,https://www.scales.uxlivinglab.online/api/voc/report/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee8ffa7e2406a6c5061604,http://dowellfileuploader.uxlivinglab.online/qrCodes/report_qrcode_1727006650745.png
VOCAB10188,2024-09-22 12:04:27,VOCAB,VOCAB10188,,https://www.scales.uxlivinglab.online/api/voc/login/?workspace_name=VOCAB,http://dowellfileuploader.uxlivinglab.online/qrCodes/login_qrcode_1727006667167.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90027e2406a6c5061605&scale_type=nps&channel=channel_1&instance_name=instance_1&channel_display_name=Channel 1&instance_display_name=Website,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006662969.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90027e2406a6c5061605&scale_type=nps&channel=channel_1&instance_name=instance_2&channel_display_name=Channel 1&instance_display_name=Social Media,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006663686.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90027e2406a6c5061605&scale_type=nps&channel=channel_1&instance_name=instance_3&channel_display_name=Channel 1&instance_display_name=Emails,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006664386.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90027e2406a6c5061605&scale_type=nps&channel=channel_1&instance_name=instance_4&channel_display_name=Channel 1&instance_display_name=Print,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006665087.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90027e2406a6c5061605&scale_type=nps&channel=channel_1&instance_name=instance_5&channel_display_name=Channel 1&instance_display_name=Stand,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006665812.png,https://www.scales.uxlivinglab.online/api/voc/report/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90027e2406a6c5061605,http://dowellfileuploader.uxlivinglab.online/qrCodes/report_qrcode_1727006666498.png
VOCAB10189,2024-09-22 12:04:43,VOCAB,VOCAB10189,,https://www.scales.uxlivinglab.online/api/voc/login/?workspace_name=VOCAB,http://dowellfileuploader.uxlivinglab.online/qrCodes/login_qrcode_1727006683291.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee900b081ae0eb638ce081&scale_type=nps&channel=channel_1&instance_name=instance_1&channel_display_name=Channel 1&instance_display_name=Website,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006678708.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee900b081ae0eb638ce081&scale_type=nps&channel=channel_1&instance_name=instance_2&channel_display_name=Channel 1&instance_display_name=Social Media,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006679774.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee900b081ae0eb638ce081&scale_type=nps&channel=channel_1&instance_name=instance_3&channel_display_name=Channel 1&instance_display_name=Emails,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006680468.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee900b081ae0eb638ce081&scale_type=nps&channel=channel_1&instance_name=instance_4&channel_display_name=Channel 1&instance_display_name=Print,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006681165.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee900b081ae0eb638ce081&scale_type=nps&channel=channel_1&instance_name=instance_5&channel_display_name=Channel 1&instance_display_name=Stand,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006681858.png,https://www.scales.uxlivinglab.online/api/voc/report/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee900b081ae0eb638ce081,http://dowellfileuploader.uxlivinglab.online/qrCodes/report_qrcode_1727006682558.png
VOCAB10190,2024-09-22 12:04:59,VOCAB,VOCAB10190,,https://www.scales.uxlivinglab.online/api/voc/login/?workspace_name=VOCAB,http://dowellfileuploader.uxlivinglab.online/qrCodes/login_qrcode_1727006698765.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee9016081ae0eb638ce082&scale_type=nps&channel=channel_1&instance_name=instance_1&channel_display_name=Channel 1&instance_display_name=Website,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006694549.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee9016081ae0eb638ce082&scale_type=nps&channel=channel_1&instance_name=instance_2&channel_display_name=Channel 1&instance_display_name=Social Media,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006695263.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee9016081ae0eb638ce082&scale_type=nps&channel=channel_1&instance_name=instance_3&channel_display_name=Channel 1&instance_display_name=Emails,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006695969.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee9016081ae0eb638ce082&scale_type=nps&channel=channel_1&instance_name=instance_4&channel_display_name=Channel 1&instance_display_name=Print,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006696685.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee9016081ae0eb638ce082&scale_type=nps&channel=channel_1&instance_name=instance_5&channel_display_name=Channel 1&instance_display_name=Stand,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006697381.png,https://www.scales.uxlivinglab.online/api/voc/report/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee9016081ae0eb638ce082,http://dowellfileuploader.uxlivinglab.online/qrCodes/report_qrcode_1727006698087.png
VOCAB10191,2024-09-22 12:05:14,VOCAB,VOCAB10191,,https://www.scales.uxlivinglab.online/api/voc/login/?workspace_name=VOCAB,http://dowellfileuploader.uxlivinglab.online/qrCodes/login_qrcode_1727006714321.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee9020496bd811cadb1ab9&scale_type=nps&channel=channel_1&instance_name=instance_1&channel_display_name=Channel 1&instance_display_name=Website,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006710105.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee9020496bd811cadb1ab9&scale_type=nps&channel=channel_1&instance_name=instance_2&channel_display_name=Channel 1&instance_display_name=Social Media,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006710833.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee9020496bd811cadb1ab9&scale_type=nps&channel=channel_1&instance_name=instance_3&channel_display_name=Channel 1&instance_display_name=Emails,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006711539.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee9020496bd811cadb1ab9&scale_type=nps&channel=channel_1&instance_name=instance_4&channel_display_name=Channel 1&instance_display_name=Print,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006712239.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee9020496bd811cadb1ab9&scale_type=nps&channel=channel_1&instance_name=instance_5&channel_display_name=Channel 1&instance_display_name=Stand,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006712941.png,https://www.scales.uxlivinglab.online/api/voc/report/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee9020496bd811cadb1ab9,http://dowellfileuploader.uxlivinglab.online/qrCodes/report_qrcode_1727006713645.png
